title,release_date,artists,album,popularity,genres,duration,explicit,track_id,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,lyrics,tokens,descriptors
Anthems for a Seventeen Year Old Boy,2016-05-31,Fat Nick,When the Lean Runs Out,0,"dark trap, emo rap, underground hip hop, vapor trap",136119,True,2v2UElrbnfcDS7yO6ehn4O,['5dfFr2qhmXQLvHZqg0dynx'],0.455,0.109,133.932,0.201,0.205,4.01e-06,4,0.792,3,-8.512,0.287,1,real homies still by me none of the money excites me all of these labels they watch me sobbing on drugs and theyre cutting inside me just my real homies still by me none of the money excites me all of these labels they watch me sobbing on drugs and theyre cutting inside me verse 1 i just need me more more and more and more downers pick me up wake me up yeah fix me up i never told her i loved her drinking my talking then told her i want her depression stay hiding in me drownin in drugs i just need it to sleep all we just wanted was bands bands and get me myself fans all i just wanted was hoes gettin these hoes man to stay on my toes syrup just kept me alive talkin bout thinkin like when im gon die i dreamed of giuseppes and trues i jump in the pit and go buy them brand new now i stay flexin this shit pop out the cut skrrtin foreigns you bitch im making money with friends buffet or die yeah im here til the end people aint liked it before these blogs they know it for sho climb from the bottom the boat now i got paper they all wanna know drinkin surpressed me if i stay sober my life gon undress me why do i do this to me sippin on codeine im prayin to sleep now i got money on money why everybody gon talk to me funny drinkin took over my body blockin out feelings i dont need me nobody uicideboy they my bros ro done calling me goat lil krez he finessed a few bands germ he gave me a plan mikey i love him to death i swear i just love him to death pouya my brother on god been all together fuck having a job chorus just my real homies still by me none of that money excites me all of these labels they watch me sobbing on drugs and theyre cutting inside me just my real homies still by me none of the money excites me all of these labels they watch me sobbing,416,"Rebellion, Materialism, Bravado, Aggression, Youthful Energy, Narcissism, Hustling, Betrayal, Rejection"
X With The Boot Up,2021-10-29,Muipo,X With The Boot Up,0,,160055,True,4WShgRHlOyBDiIeP8VG9Cn,['6RAPdUjtDPJrfazwOCJlIr'],0.392,0.252,140.053,0.323,0.0164,1.59e-05,3,0.623,11,-19.559,0.348,0,all up yeah yeah sippin 40s in the bed dont fall off i got way too many problems at home yeah yeah yeah yeah but when i take this x i swear i lose it all yeah yeah prechorus i dropped the perc in my wock watch it fizzle perky hit hard like a 808 sizzle fuck on that bitch from the time that i met her that coupe bout to back out i might as well speed up i pull up i pull up i get high i geek up yeah bitch i been sippin on juice like that bitch a beetle yeah goontex chorus the x with the boot up yeah mix the x with the boot up yeah mix the x with the boot up yeah mix the x with the turn up turn up turn up mix the x with the turn up turn up turn up mix the x with the turn up turn up turn up the x with the turn up yeah woke up and took an x for breakfast yeah yeah yeah woke up and took a perc to ball with em yeah we get higher than god thats why we ball with em yeah we get high til the morning thats why we dont fuck with em fuck with em verse wake up then brush my teeth then pick them all up yeah yeah sippin 40s in the bed dont fall off i got way too many problems at home yeah yeah yeah yeah but when i take this x i swear i lose it all yeah yeah they aint went to the moon with me turn up turn up they aint want to make room for me yeah yeah yeah that city got too ugly got too ugly my codeine got too muddy too muddy all my bitches gon shoot for me spent twenty in chanel no coupon she give me brain while the coupe on skrrt i turned inside out with the coupe yeah matte black then put the bitch inside yeah all my bitches bad i cant choose one cant pick no side yeah yeah i geek up with them i go to the moon i go to the sky so be careful what you wish for yeah or all my twizzys gon slide prechorus i dropped the perc in my wock watch it fizz up percy hit hard like an 808 sizzle fuck on that bitch from the time that i met her that coupe bout to back out i might as well speed up i pull up i pull up i get high i geek up yeah bitch i been sippin on juice like that bitch a beetle yeah chorus the x with the boot up yeah mix the x with the boot up yeah mix the x with the boot up yeah mix the x with the turn up turn up turn up mix the x with the turn up turn up turn up mix the x with the turn up turn up turn up the x with the turn up yeah woke up and took an x for breakfast yeah yeah yeah woke up and took a perc to ball with em yeah we get higher than god thats why we ball with em yeah we get high til the morning thats why we dont fuck with em fuck with em outro wake up then brush my teeth then pick them all up sippin 40s in the bed dont fall off i got way too many problems at home yeah yeah yeah yeah but when i take,644,"Defiance, Misogyny, Narcissism, Rebellion, Drug Use, Nonchalance, Disillusionment, Aggression, Materialism, Hedonism"
Kendo Thugs,2021-11-05,Yabujin,Early Works Bootleg,0,underground hip hop,119153,True,1mhYmf4jQF1ONSQ6iPTQgH,['3xMSStWH6Wz2KAJqkZwXLu'],0.567,0.18,73.667,0.327,0.971,0.321,4,0.768,1,-6.329,0.816,1,shit mane must be on another level its whatever bitchesbitches aint shit these bitches aint shit mane must be on another level its whatever bitches aint shit these bitches aint shit mane must be on another level its whatever bitchesbitches aint shit these bitchs aint shit mane must be on another lvel its whatever verse aint no pistol in my pocket lemme tell you where do i begin creeping with the devils what i do and you will never win i aint need a gun against these fuckers it would be a sin demons with they face protect me all they need is just a grin i aint got no hoe as well pass the blunt i might as well hell aint no bitch will get me higher than this spliff from hell i will buy that shit for 10 to for 15 i sell aint no problems in my life right now but only time will tell got a message on my phone its my homies asking what i do get some money break no bone and i aint never act a fool go outside open the door meet those playas what it do sippin sippin 40  like gone and i aint never blew outro bitches aint shit these bitches aint shit mane must be on another level its whatever bitchesbitches aint shit these bitches aint shit mane must be on another level its whatever bitches aint shit these bitches aint shit mane must be on another level its whatever bitchesbitches aint shit these bitches aint shit mane,317,"Introspection, Paranoia, Longing, Loss, Ambiguity, Desperation, Self-destruction, Obsession, Surrealism"
Tell Me,2021-10-31,Corbin,Ghost With Skin,45,"emo rap, underground hip hop",221061,False,7CNlUOUZbaxcyorkQle8o5,['3K40SMapVhc8PxyYFofHff'],0.396,0.0912,176.164,0.0596,0.17,5.43e-06,4,0.455,4,-11.459,0.0466,0,through it dont bite my hand oh tell me then hard to cope when youve been snared by your past oh tell me then tell me how your heart ripped open like that oh tell me then dont lock the door we belong together show me then verse 1 know that youre broke i can sign your cast did you know you can fight back where do we go when it all goes black i can feel your heart through your chest are you okay just follow my breath i can numb your pain i can freeze it i am your dealer broken like seether hoped that i was dreaming yeah rolling like a demon roll your eyes back now i cant see them dont want you to go no im not ready thought that we were going steady i know that lifes depressing but it feels alright when youre next to me chorus oh tell me then tell youre going through it dont bite my hand oh tell me then hard to cope when youve been snared by your past oh tell me then tell me how your heart ripped open like that oh tell me then what do you slice that for told me you like the feeling verse 2 tore it all away peel it back and see right through know that its time to pay you can tell the reaper to wait im with you baby stick to me just like glue what you wish for ill make it come true know that they say that youre wasting your youth what we really got to lose my spine cracked only wanna keep your mind intact gotta find a way gotta find that path i dont wanna stay i wanna go back back when we had each other now we just cannon fodder always at the end of the bottle hold me while we sink to the bottom tell me do you think were a problem tell me do you wish for another chorus oh tell me then tell youre going through it dont bite my hand oh tell me then hard to cope when youve been snared by your past oh tell me then tell me how your heart ripped open like that i dont wanna see you bled out,395,"Aggression, Intimidation, Rebellion, Defiance, Narcissism, Paranoia, Substance abuse, Anger, Disrespect."
Say It Again!,2019-03-05,Autumn!,Modern Day Michelangelo,32,"emoplugg, glitchcore, plugg, pluggnb, vapor trap",140878,True,017DLJwvmi0VXfmvUNxnCv,['5delTPpDAtBDsjk60f5xnt'],0.446,0.37,150.057,0.0886,0.355,0.0,4,0.463,11,-12.686,0.32,0,im better than i dont fuck with niggas like im a confederate still sipping phat we sipping that medicine g2 hit a nigga right in his skeleton im working hard yeah just like a mexican fucking this white ho to some led zeppelin im smoking gas im high as mount everest preach to these niggas just like im a reverend you tryna take me down better tell that lil boy this aint gon do nothing im the shit i feel like a veteran i cant name one nigga i aint better than im too top tier i deserve a letterman how you stealing flows but you still irrelevant im too divine it aint a comparison i love the hate it just make me arrogant i cant trust nobody people so deceptive im killing niggas like a contraceptive give a fuck bout opinions or your perspective i done been through some shit but i learned my lesson cause you got a vest you think you protected you was sneak dissing it was ineffective choppa rip right through his intestines finessing shit like an interception never needed friends i dont seek acceptance finna cop a benz think i had a lexus if he want smoke better come directive chorus ima tell you like this and i wont say this shit again ima tell you like this but i wont say this shit again no i wont say this shit again no i wont say this shit again no i wont say it again ima tell you like this and i wont say this shit again no i wont say it again no i wont say it again no i wont say it,311,"Swagger, Materialism, Recklessness, Braggadocio, Street-smart, Ruthlessness, Hustle, Self-assuredness, Disrespectful, Hedonism"
Minute Maid,2019-07-29,Guapo Cobe,Minute Maid,5,pluggnb,150961,True,5o38Eiqck9TtKyeiv2xLV1,['2qbKPdGViBQiTBTQqjITEo'],0.621,0.184,140.028,0.0507,0.0102,0.0922,4,0.597,6,-7.834,0.0693,0,,0,
Walked In,2020-04-04,KANKAN,Walked In,36,"pluggnb, vapor trap",75000,True,1WeUeeRx1ZBtimn90WFNYM,['7tFehEdzjjoeiwUExR89qs'],0.434,0.153,159.995,0.0677,0.0177,0.000465,4,0.748,0,-9.22,0.28,0,in with margiela on im a big stepper thousand dollar louis bag moncler came with leather walk up out of boa im best friends with the teller chrome hearts with rick owens nigga you cant do no better bo claims just hit nigga in love with the cheddar three racks just on kicks nigga i dont know no better i just fucked that nigga bitch yeah he should do better jos he just scored on a pint yeah my nigga finna pour a line you just cuffed that bitch boy you insane we shop in store we dont stand in line all this gas goin to my brain you,125,"Boastful, Rebellious, Narcissistic, Aggressive, Defiant, Materialistic, Ambitious, Unapologetic, Street-wise"
Fukit,2021-08-05,Yeat,Trëndi,67,pluggnb,148693,True,2QJLqxLXlzMiApFS6eBY4G,['3qiHUAX7zY4Qnjx8TNUzVx'],0.535,0.202,77.498,0.18,0.0015,0.0,4,0.74,11,-8.834,0.215,1,fuck it yeah uh i said yeah yeah fuck it yeah uh i said yeah yeah fuck it yeah postchorus i just pulled up on this bitch uh all my diamonds dance im in fashion week lil bitch oh woah out in france already said my money twerkin watch my money dance ooh why i keep takin x why verse 1 ecstasy i know its not the best for me yeah her sex for me i know its not the best for me yeah i just went and put the fuckin top down you could say that i was down but we up now just pulled up on they ass yeah i just brought the gas ooh heard that jeep was jeeper creepers heard its two hundred on the dash bitch pulled up i gave her the skeeters call my uber then i dash yeah and i like this not at all and i know that for a fact yeah rockin cdg but its homme plus yeah mix the issey miyake jeans with the chrome hearts yeah i aint sad just got a cold heart fuck it thats that me against the world part chorus fuck it yeah yeah uh i said yeah fuck it yeah uh i said yeah yeah fuck it yeah uh i said yeah yeah fuck it yeah verse 2 they said how you got so rich howd you get your pockets mad fatter than my bitch yeah yeah i got off my ass got a bag dont talk a lot i just went and bought the new coupe i dont brag i boast a lot why you pickin sides with the bitches then sides with a snitch i cant stand the cap you aint did the shit you said you did i had your bitch pull up and get silly bent over that pussy so good got me beatin over and over yeah yeah yeah yeah i got some racks on a yacht yeah yeah yeah yeah got some racks got some thots got the richard mille baguette and its wetter than a twat i aint try that one time i aint give it all i got see yeat liveget tickets as low as 55you might also likechorus fuck it yeah yeah uh i said yeah fuck it yeah uh i said yeah yeah fuck it yeah uh i said yeah yeah fuck it yeah postchorus i just pulled up on this bitch uh all my diamonds dance im in fashion week lil bitch oh woah out in france already said my money twerkin,476,"Isolation, Ambition, Drug Use, Cynicism, Paranoia, Materialism, Resilience, Rejection, Defiance"
At Least I Think It's Real,2020-05-29,LUCKI,Almost There,47,"plugg, rap",85933,True,0vSOQjO8CjuSqGuPfB3cw0,['5tQMB0cuNXdCtzovGt55uD'],0.526,0.0805,160.122,0.345,0.0681,0.0,4,0.843,3,-8.35,0.737,0,nash effect oh ayy ayy yo uh ayy chorus tatted on your face at least i think that its real make that shit back kid its easy to me think she for the streets but the streets been ghost i throw that shit for fun she think she teasing me verse wifi on the plane she gon call before she land superduper car red key in the jeep im a fast car appraiser blue thirty popper m boxes in hollywood live at the roxy no ho know my government im tune i be with scotty mashoff papi i screech in the street no more heart left cause im feedin the beast real hellraiser back when we just take shit im forever blessed like memphis bleek jehovahs favorite i cut niggas off cause i know banks dont cover favorites ayy ayy ooh chorus tatted on your face at least i think that its real tatted on your face at least i think that its ooh at least i think thats it real tatted on your face at least i think that its real make that shit back kid its easy to me think she for the streets but the streets been ghost i throw that shit for fun she think she teasing me outro ayy ayy ayy ayy i throw that shit for fun she think she teasing me ayy ayy ooh ayy yeah nash effect tatted on your,282,"Violence, Recklessness, Aggression, Narcissism, Hedonism, Materialism, Nihilism, Paranoia, Desperation, Criminality"
No Stimmy,2021-11-05,Fat Nick,Gorgeous Glizzy Gordo,0,"dark trap, emo rap, underground hip hop, vapor trap",99789,True,7jwGDd8NBH2VrwbpMy49Be,['5dfFr2qhmXQLvHZqg0dynx'],0.539,0.135,189.973,0.203,0.00038,0.0,4,0.711,1,-10.287,0.356,1,hold up these some big knots i got pounds of the za to make your lungs pop fifty and im goin now watch yo bank drop money comin money goin baby nonstop hold up these some big knots i got pounds of the za to make your lungs pop fifty and im goin now watch yo bank drop money comin money goin baby nonstop verse we shootin 223s my momma need them bentley keys in the trap with the vlone tee boy im cuttin lean road runnin demon lightning mcqueen i got tech and the wock you can keep the green my choppa stutter sound like a money counter hold on let me smoke the gas and then forget about her im a rolls royce your mans a toyotathon we dont gotta be together just to get em gone i got big bank i got bigger guns and ima really take yo bitch cause you aint got no funds im a big bank shorty this a big body bullets stay inside yo body like some antibodies hook hold up these some big knots i got pounds of the za to make your lungs pop fifty and im goin now watch yo bank drop money comin money goin baby nonstop hold up these some big knots i got pounds of the za to make your lungs pop fifty and im goin now watch yo bank drop money comin money goin baby nonstop outro aye baby its me mr gorgeous glizzy gordo mr rolls royce never no toyotathon you wanna beef with me thats a minimum 100k and up and the mid packs you pushin aint cuttin it baby mr no stimmy mr young rich,328,"Aggression, Materialism, Criminality, Narcissism, Addiction, Paranoia, Bravado, Greed, Street Life, Survival"
Story of an Artist,2006-04-18,Daniel Johnston,Welcome to My World,40,"alternative rock, anti-folk, indie rock, lo-fi, melancholia, outsider",311546,False,41mErQhqRBmHD41YhChsUB,['1jeYbk5eqo6wgsQPjLeU5w'],0.313,0.323,108.08,0.0415,0.986,0.264,4,0.415,2,-11.147,0.687,0,like when you go to read your own poetry you get all choked up chorus listen up and ill tell a story about an artist growing old some would try for fame and glory others arent so bold verse 1 everyone and friends and family saying hey get a job why do you only do that only why are you so odd we dont really like what you do we dont think anyone ever will its a problem that you have and this problems made you ill chorus listen up and ill tell a story about an artist growing old some would try for fame and glory others arent so bold verse 2 the artist walks alone someone says behind his back hes got his gall to call himself that he doesnt even know where hes at the artist walks among the flowers appreciating the sun he does this all his waking hours but is it really so wrong they sit in front of their tvs saying hey this is fun and they laugh at the artist saying he doesnt know how to have fun the best things in life are truly free singing birds and laughing bees youve got me wrong says he the sun dont shine in your tv you might also likechorus listen up and ill tell a story about an artist growing old some would try for fame and glory others arent so bold verse 1 everyone and friends and family saying hey get a job why do you only do that only why are you so odd we dont really like what you do we dont think anyone ever will its a problem that you have and this problems made you ill chorus listen up and ill tell a story about an artist growing old some would try for,315,"Self-aggrandizement, Popstar aspirations, Hollywood imagery, Defiance, Non-conformity, Resentment, Struggle, Ambition, Materialism, Identity exploration"
Wassup,2011-10-31,A$AP Rocky,LIVE.LOVE.A$AP,58,"east coast hip hop, hip hop, rap, trap",158133,True,1bjTEsJdDdbuA5JsdRRxhP,['13ubrt8QOOCPljQ2FL1Kca'],0.381,0.126,143.917,0.0568,0.0915,0.00721,4,0.658,1,-9.515,0.0965,1,hood the gangstas saying wassup wassup hey see me in the hood the gangstas saying wassup wassup hey verse 1 back once again sipping henn mixed with juice and gin bitches in couple lady friends countin benjamins spinners spin on them twenty twins that mercedes benz dividends made a change of plans well that all depends shoutout my parolees and i smoke that og kush motherfuck the police all my niggas rock gold teeth so hood and we so street sippin on that codeine we hustle hard no sleep your bitch loose thats no leash i aint talking bout no money i aint talking bout no cars talking bout no diamonds cause that shit is a faade times is really hard i fucked a couple broads smoked some purple out the jars let me tell you who we are prechorus i be that pretty motherfucker harlems what im reppin tell em quit the bitchin we gon make it in a second pretty motherfucker harlems what im reppin tell em quit the bitchin we gon make it in a second chorus see me in the hood the gangstas saying wassup wassup see me in the hood the gangstas saying wassup wassup see me in the hood the gangstas saying wassup wassup see me in the hood uh the gangstas saying wassup wassup uh verse 2 pretty nigga in some shit you never hear of only thing bigger than my ego is my mirror uh clothes getting weirder money get longer pretty nigga pin your hair up uh the nerve of this dude but im cool as a vent 40 ounce full of brew prechorus i be that pretty motherfucker harlems what im reppin tell em quit the bitchin we gon make it in a second pretty motherfucker harlems what im reppin tell em quit the bitchin we gon make it in a second i be that pretty motherfucker harlems what im reppin tell em quit the bitchin we gon make it in a second pretty motherfucker harlems what im reppin tell em quit the bitchin we gon make it in a second chorus see me in the hood the gangstas saying wassup wassup see me in the hood the gangstas saying wassup wassup see me in the hood the gangstas saying wassup wassup see me in,506,"Existentialism, Confusion, Desperation, Hope, Frustration, Empathy, Revolution, Individuality, Resilience"
Peso,2011-10-31,A$AP Rocky,LIVE.LOVE.A$AP,64,"east coast hip hop, hip hop, rap, trap",169560,True,3tTpvK7QgjjQCKGnHt5xn3,['13ubrt8QOOCPljQ2FL1Kca'],0.831,0.0768,139.63,0.36,0.193,0.0,4,0.415,10,-6.837,0.583,0,that pretty mothafucka harlems what im reppin tell my niggas quit the bitchin we gon make it in a second never disrespected plus im well connected with this coke that i imported just important as your president swagger so impressive and i dont need a necklace but these bitches get impressed when you pull up in that 7 them 6s them benzes i gets get the freshest raf simons rick owens usually what im dressed in blowing blunts rolling doobies up smoking sections groupies rush hold they boobies up in my direction quit with all the fronting you aint round my clique for nothing cause our presence is a present just to kick it is a blessing chorus this is the way it goes this is the way we roll cause every day we on our pesos pesos this is the way it goes this is the way we roll cause every day we on our pesos pesos gun cock gunshot gun a likkle bwoy gun cock gunshot gun a likkle bwoy gun cock gunshot gun a likkle bwoy cause every day we on our pesos verse 2 yo yo yo your bitch just said im hot man i told her i agree she gon really think im hot if i told her my degrees pull up in that hardtop showing off my keys graduate school of hardknocks i can show you my degrees couple a b cs bad bitch double ds popping e i dont give a f told you im a g asap stevie got it on his sleeve but i got it on my chest my nigga this is what i breathe inhale exhale cocaine x pills import export harlem catching rec still so mami show me how that neck feel feel later show me how the rest feel for now just chill chorus this is the way it goes this is the way we roll cause every day we on our pesos this is the way it goes this is the way we roll cause every day we on our pesos gun cock gunshot gun a likkle bwoy gun cock gunshot gun a likkle bwoy gun cock gunshot gun a likkle bwoy cause every day we on our pesos cause every day we on our pesos,437,"Optimism, Liberation, Youthfulness, Creativity, Rebellion, Self-Awareness, Hope, Individuality, Perception"
Blue Eyes,2019-11-27,Ecco2k,E,0,"drain, glitchcore, hyperpop, underground hip hop",93191,False,2Ej7y2sPSunNGZoj3HZW2C,['6hG0VsXXlD10l60TqiIHIX'],0.436,0.112,84.388,0.0339,0.0305,0.0208,4,0.343,1,-4.84,0.167,1,skies blue skies blue skies blue skies blue skies blue skies blue skies verse all of my friends have blue eyes all of my friends got blue eyes all of my friends got blue eyes all of my friends got blue eyes all of my friends got blue eyes all of my friends got blue eyes all of my friends got blue eyes all of the rest all the rest no one left no one left all the rest are gone they left all the rest no one left all the rest is gone they left everybody else is gone they left everybody else is gone they,108,"Nihilism, Addiction, Materialism, Hedonism, Recklessness, Desensitization, Narcissism, Greed, Excess, Risk-taking"
JD,2015-05-26,A$AP Rocky,AT.LONG.LAST.A$AP,51,"east coast hip hop, hip hop, rap, trap",105826,True,6wwPtKxaMEbQYc6atQmhTE,['13ubrt8QOOCPljQ2FL1Kca'],0.501,0.97,104.356,0.371,0.123,0.000106,4,0.556,1,-11.429,0.382,1,whats your name young blood what they call you  well i got i got james jimmy or byron dean  yeah ive been feeling that really jd swag lately man verse aap rocky  aap ferg lord pretty flacko jodye stepped up in this piece bust my glock to ensure that all you niggas rest in peace alright uh schwarzenegger i straight slaughter niggas im offin niggas screaming off with niggas heads they all surrender better call for niggas come at all you niggas heads talk em off a ledge im arguing with em im done talking with em i order coffins for em call the coroner for em get a comforter for em i did all you niggas beds i want all you niggas dead yeah you want oil nigga money royalness and bread royalties instead of rollies for your boys but loyalty is dead grrr yeah bridge aap rocky now im only up again kick kick a man while hes down looks dead cant be safe to say it everybodys getting punished looking down to sell with you how have you been probably an undercover had them undercovers with you people buying and selling for you ill only sell with you if youre blind to sell outro aap rocky  aap ferg lord pretty flacko jodye stepped up in this piece booyah bust my glock to ensure that all you niggas rest in peace bop bop bop alright rep my block quick to draw on all you niggas if theres beef thats right booyah blow your spot better pray to lord this shit,330,"Nihilism, Braggadocio, Self-Reliance, Paranoia, Materialism, Hedonism, Alienation, Ambition, Survival"
Long Live A$AP,2013,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),60,"east coast hip hop, hip hop, rap, trap",289586,True,60Mq4EumvcSXznNugo9Op3,['13ubrt8QOOCPljQ2FL1Kca'],0.824,0.113,130.118,0.345,0.584,1.14e-06,4,0.726,7,-5.011,0.382,0,in prison expensive taste in women aint had no pot to piss in now my kitchen full of dishes nose bloody from that sniffin your heroin addiction trigger finger itching fuck parental supervision this be that murder business little timmy got that semi i aint kidding hide your kittens hit your childrens with that smith and a bunch of ignant little niglets hardheaded never listen purppurple sippin finger twistin teeth glisten like its memphis a bunch of hypocritic christians uh the land of no religion uh my santa claus was missing catch you slippin then its christmas motherfuck a wishlist my ghetto was ambition for my benjis and my bentley and them bitches now i getsgets on the road to riches a diamond ring designer jeans choking on that biscuit til im no longer existing i wonder if they miss me as long as i make history now my soul is feeling empty tell the reaper come and get me chorus who said you cant live forever lied of course im living forever ill forever ill live long you cant ever deny my force im living forever ill forever ill live verse 2 riding through your city like that motherfucker mine or toting on that semi rob a motherfucker blind license plate says wipe me down car from 1989 but a nigga sits so pretty call that motherfucker fine lost your motherfucking mind whats on your mind niggas talking down never talk to cops make him talk to god when i tote that 9 he aint talking now tell em watch your spine i mean watch your back better guide your track better not look back now stay in line dont step on cracks so you break her back im talking bout your mom uh cause theres killers in my town uh making hits sniffing lines yeah out committing crimes yeah wait for shit to simmer down uh corrupted little minds yeah 8 and 9 finna shine yeah on the grind do you dirty with that shimmy shimmy ya uh where they shoot without a purpose services n hearses kids who aint deserve it cant survive a thing youre worthless strangers make me nervous whos that peekin in my window with a pistol to my curtains you might also likechorus who said you cant live forever lied of course im living forever ill forever ill live long you cant ever deny my force im living forever ill forever ill live bridge pretty nigga rich flacko be the shit and that bitch know we poppin so she poppin on this dick nigga rip to pimp cant forget little flip and i take it out to memphis so shout out to triple six chorus aap rocky  kuka who said you cant live forever lied of course im living forever ill forever ill live long you cant ever,541,"Aggression, Intimidation, Dominance, Paranoia, Loyalty, Power, Violence, Isolation, Revenge"
YAE ENERGY,2021-11-13,Lil Yachty,YAE ENERGY,57,"atl hip hop, melodic rap, rap, trap",102116,True,6og219WwSl2pU7oXyXfRMe,['6icQOAFXDZKsumw3YXyusw'],0.617,0.263,136.01,0.303,0.0378,0.0,4,0.877,11,-6.2,0.484,0,mm mm mm mm mm mm whew yeah look buddah blessed this beat verse psychin out mm bro pull a pistol on anyone hopped out the car with a big sk grip it under my arm like a minigun nigga think he can take any of my hoes sit back and watch him receive a cinnabon run out and hop in some foreigns some hoes and my momma the ratio ten to one all of my exes look at me like god i turned a faade buy her a car but its still in my name if that bitch tryna leave take it back like rashad sixhundred thousand i stuffed in the park ten different bitches we made em hoes mosh maison margiela soap when i wash give me that mouth your body is botched two different girls i had bought for the fuck of it makin so much guap i dont know what to do with this shit but i promise im lovin it bitch is a burden my momma im dubbin it double dishin on the rims im thuggin it ballin but my ex tryna x somethin out niggas want smoke tryna see what im bout i want that bitch tryna live in her mouth haha niggas is not rich on my momma niggas cold bitch niggasll fold quick look in his eyes he sure a snitch uppin that fire on his ass bet he change pitch left my hothead brother home he too dangerous oh shit rocky road he not tough he told onefifty my shows pull up with three model bitches coca cola nose kamikaze middle of the party my nose feel extra snotty might deposit mona lisa profit cant fit in no ones wallet hoes watchin fuck her on the balcony where mlk died my wrist tied up watch worth a life trade it for a soul red beam on top with,382,"Aggression, Braggadocio, Violence, Street life, Loyalty, Defiance, Masculinity, Intimidation, Recklessness, Materialism"
Story Time,2021-09-10,Fivio Foreign,Story Time,50,"brooklyn drill, new york drill, pop rap, rap, trap",162000,True,10HF71PuUpSj45eENr2hxx,['14CHVeJGrR5xgUGQFV5BVM'],0.805,0.326,139.954,0.333,0.0961,0.0,4,0.746,4,-6.048,0.683,0,sad story about this young boy grew up no pops in the crib that nigga momma workin so she couldnt really show him no love when he was a kid ayoaa he didnt even mean to do that incident he was only eighteen when he caught that bid he in and out of jail he aint know how to move he aint know how to fight he aint know how to lose he walked in the spot spot they told him strip cough squat uh the co just told him that this is procedure but he knew in his mind that he was doin a lot he had to figure it out and then learn all the rules and then follow them like it or not he caught a new charge cause he had a little weed tryna sneak this shit in it was right in his sock yeah they had him in intake for like a week they hate his guts they think he killed police they made it super cold with the ac they aint give him no blanket they aint give him no sheets they put him in a cell with a dirty ass sink he couldnt think he couldnt sleep they gave him no soap to wash his ass they aint give him no toothpaste to brush his teeth look he aint know why they keep botherin him he was kinda scared aint wanna argue with him pacin back and forth they keep on followin him couldnt take it no more and he finally hit him yeah look the co done hit the button and they come and they helpin him and run in and crack his ass he just took a beatin and unleashed the demon he lookin to grillin and actin bad he aint never been locked up before but he made up his mind he like fuck it if this how it start they couldnt count him out cause anybody who know lil homie know lil homie got heart he gon adapt to his habitat even if his habitat get dark uh he was a lil fish when he jumped in the water and then he grew into a shark then he grew into a shark two years later uh nine fights in he found his religion he started workin out takin food soups and respect cause this shit wasnt given he wanted more for his life he was sittin in jail every night and his life wasnt hittin life wasnt hittin and his life wasnt hittin his life wasnt hittin and his life wasnt look nah two years he fought the case and he aint worry bout it in his mind he knew he aint losin he got a paid lawyer thats a good lawyer and that lawyer do know what he doin they wanna take it to trial so he take it to trial but that little nigga goin through it huh he was just holdin it down for his mans cause he wasnt the one that was doin the shootin bow he didnt cop out to this damn lie call home and found out his man died he looked up to the sky like damn why cause hes locked in the cell and he cant slide all hell break lose when that man cry you can see the demon in his damn eyes that nigga a vampire hah bow if he want you dead then its verified bow and he went back in his cell and he thought to himself like damn i feel a lil stupid he got a big gun in the crib but hes stuck in the jam and he cant even use it he want a retrial and take back everything that he said cause he know he aint do it lil homie a real nigga he done made a decision already and he stickin to it uh yeah he stickin to it uh outro,728,"Aggression, Braggadocio, Hedonism, Violence, Rebellion, Masculinity, Materialism, Power, Lust, Narcissism"
