title,track_id,artists,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,genres,lyrics,tokens,sentiment
Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,NLE Choppa,['0ErzCpIMyLcjPiwT4elrtZ'],0.43,0.132,120.088,0.588,0.0786,1.58e-06,4,0.888,9,-6.728,0.45,1,memphis hip hop,gold nle heard  mexico choppa man  shotta  mexico shotta heard fixing talk heard ynr midas jugg 1 menace  rack tennis im im dennis started ima finish  hatin tryna blemish image smoke 223 came scope extended clip long rope wipe nose cold knew boy ho pull gang  bangin set  claimin beast  tame dont point finger  dangerous  hatin  plottin money im runnin wallet  killer lil  stop shootout gun droppin  fraud  stomp yard  scammin swipin card high im talkin star im gone jiggas im poppin bar dont mind pimpin dont sweat chopper kick  jet li sauce gang dripped recipe  f  try testin  lotta money  lotta guala hit party  deep nothin shottas  tried  pop  bullet confused doctor  lotta rack  lotta stack headshot ima shoot  threepointfive rolled cack dont smoke reggie called gas im sticked blind man im super hot frying pan   somethin  lyin man ima hip blow whistle suckin dick koolaid pickle  bullet chest thats nipple  run ima pop pimple  rich die tryin im feelin 50 brand new chopper doubled titty  dont play dont  silly love beef southwest philly interlude love beef southwest philly bet love beef southwest philly 2  od percs killin slowly feelin im kobe  nan  hold run shoot ginobili im lil homie im toby im lil homie im toby fixing adlib  im toby school shooter named toby  tay straight drop lil  cut tay   straight drop lil  cut,630,-0.0006299840510366998
Michigan,7o2Ttn5aFdrBON1zfdzJfg,Chavo,['6nlHpSAfPX5rJCuRKF2997'],0.359,0.112,83.481,0.124,0.0497,4.37e-06,4,0.71,2,-8.813,0.464,1,vapor trap,lil cup told piss pierre pierre  said whip look familiar cause double  wrist lil freaky ear  fist ss run snake hear em hiss cuzzo blue play michigan  ball hard shoppin  kissin em   bad positioned 1 shh iphone 11 going bonkers lil monster pull tonka shh told dont  rayshaun better  mister chavo cause wont  tomorrow shh im smokin spliff runtz tahoes dont smoke gelato told driver watch pothole shh cuffing hunchos drop clothes aint trippin bible dont touch codeine bottle shh po gave lil cup told piss  said whip look familiar cause double  wrist lil freaky ear  fist ss run snake hear em hiss cuzzo blue play michigan  ball hard shoppin  kissin em   bad positioned 2 ss smoke weed grabba check  told dont  ima   mercedesbenz driving lady french riding chavo twotiming shine bright diamond club owner  crew arriving left ex past cause  conniving new chick gucc flip flew island eat ruth chris toothpick shooter vibing   shh po gave lil cup told piss  said whip look familiar cause double  wrist lil freaky ear  fist ss run snake hear em hiss cuzzo blue play michigan  ball hard shoppin  kissin em   bad positioned segue slice homie  thing close  money dont stank hoe    bankroll huh bring rack bank close   dont stank hoe kick crib aint going    thing,570,-0.036363636363636334
STATS,0w6webWdhjRKdqJ3DeGgM1,Baby Keem,['5SXuuuRpukkTvsLuUknva1'],0.462,0.106,152.236,0.36,0.00192,3.57e-06,4,0.567,1,-7.794,0.172,1,rap, lose fuckin number hol 1 smile ho  picture drive gas e cause  pulled  problem  keem issue money  solve love extra pull bad   kickstand rock band trunk  keem humbled model fake  real  dont stunt hol instagram pic thats  hol lil aint gettin gun tick tick flex check bought necklace wrecked hoe backseat guessed ballsy target practice bullseye  interlude die die die die die die hol 2  thing  pop ima  ho thirsty sign paycheck cursive im worthy hoe vip  talkin bout fashion tell watch tone  keem aint virgin dont insurance wheel skrrt lied insert rollie aint stunt stunted  toe deck im floated scary clip unloaded parked deck fixing scoop lil stupid aint  l yous liar stupid   lil stupid talked lil rocky yesterday undisputed dipped   hit   new aint  equivalent  leave im visitin walk im feelin black brad paisley stay  toe cause opps dont faze 2019 im  playlist god born  bag  complacent god old said new old hoe view snap cause im cool mama cause son chose im spendin rack   truck dont hang emotionals big rock band walk  promotional stats stop talkin stats stop talkin ayysee ,555,-0.1110845295055821
Like A Soccer Mom,4bgXEwLBvgVywxVlfaEpEm,Ski Mask The Slump God,['2rhFzFmezpnW82MNqEKVry'],0.654,0.12,140.007,0.076,0.112,0.0,4,0.78,10,-7.641,0.713,0,"hip hop, miami hip hop, rap, underground hip hop",yuh vitch  vitch codename  glad pew pew pew pew pew sitting swag yuh yuh br popped xan  nother land hoo  pull drop  minivan candy paint wet hubba bubba gum yuh yuh yuh seat sheep fur peach fuzz look whip fat joe lean  stunt ha pull drop  minivan wet flex candy paint wet hubba bubba gum look look look seat sheep fur peach fuzz whip fat joe lean  stunt roof look trex  bit pewpew pew minivan jigglypuff linen mm yuh roof look trex  bit pewpew pewpew yuh minivan jigglypuff linen yuh yuh pull drop  minivan mm candy paint wet hubba bubba gum seat sheep fur peach fuzz whip pew fat joe lean  pew stunt yuh heard bird nyora licked hold wet flex hold drop shout whichever savage took flex flesh tiffany  diamondcut necklace precious lord ring flesh yuh badman new di ting rude boy ew need preme raf simon vaccine ow okay  care bout clout drip care bout mouth water relax namaste watch sauce pew mi casa  e su casa pew pew intel shared today look jacket look think ski popped laxative need pullups hoe today mm diamond wet gatorade percent water powerade hoo hm yuh swag  backpack need paper towel spilled sauce preme rag hm ringworm pocket  fat im honest kind kat stack hm dirty dick minivan blastoise wrist im megamegafelonman hm fantastic 4 im human torch slap minivan oprah colored gucci band hm whip whip whip wrist built gopro good burger cook beef slow hm g unit  tony yayo  grandma said music fuego hm leggo dick eggo hm foreign money color lego hm flow float winnebago hm need milk miss hoe   pull drop  minivan mm candy paint wet hubba bubba gum mm seat sheep fur peach fuzz mm whip fat joe lean  stunt pull drop  minivan mm candy paint wet hubba bubba gum mm seat sheep fur peach fuzz mm whip fat joe lean  stunt roof look trex  bit minivan jigglypuff linen roof look trex  bit minivan jigglypuff linen pull drop  minivan mm candy paint wet hubba bubba gum mm seat sheep fur peach fuzz,738,0.0777892561983471
At Night,1pjMiOvZvwIQS1yyMrQZ0M,LUCKI,['5tQMB0cuNXdCtzovGt55uD'],0.422,0.222,157.992,0.0474,0.00229,0.00665,4,0.647,1,-10.9,0.0882,1,plugg,man  lying yall type haha real haha touch life touch real pivot pill    home holdin stomach  wrong dont recognize cousin youre gone  meet real hold  im dirty phone im sick hurting wrong lil shawty  pop chicago rapper  iphone talk  long dont pic damn song sip hitech vampire sip ho shes damn liar bloody red triple cup smell  molly wild roll smell    love life cool tell lust adore cartoon  copy real wockstar perc  dont pop bar rock rollin lean real rockstar yall   high im yall thought  family fugazi   thats finessin navy   wrap  hate   doin fakin payment im  percs war wound cartoon doin star troop cartoon cartoon doin star troop,383,-0.08634920634920634
Look at Me Now,46eK1kembooWblMi7M7yLM,Brennan Savage,['6SSmy635N3a4oWmPk85xpK'],0.538,0.0928,160.075,0.0918,0.0483,0.401,4,0.649,0,-9.793,0.355,0,"cloud rap, dark trap, emo rap",sippin wine    feeling alive id tell good  lie remember saying twice  shouldnt drive hold key   inside youd taken advice maybe youd survived ive looking sky night aint  thinking died said  im grind  look look cash  em    cup girl   slow    ima pour fo sippin day  waiting fo need drink drug watch 12 drug ive going hard ive working ot ima  stack  mommy right swing ground blink drop spilling drink saying think  love gucci link line sink pill drink im coming taking ring start remember time sippin wine    feeling alive id tell good  lie start remember saying twice  shouldnt drive hold key   inside youd taken advice maybe youd survived ive looking sky night aint  thinking died said  im grind  look look cash  em    cup girl   slow    ima pour fo sippin day  waiting fo need drink drug watch 12 drug ive going hard ive working ot ima ,426,0.10019841269841268
Afterlife,4rLltALU0JVawcOAA88bnQ,Brennan Savage,['6SSmy635N3a4oWmPk85xpK'],0.53,0.0642,95.006,0.0855,0.0608,0.0,4,0.628,10,-9.663,0.203,0,"cloud rap, dark trap, emo rap", tell somethin workin tell workin itll  uncertain problem  stop talking  copy stick plan ill stacking band  stuffing pant pocket knot 1  blow henny tell  plenty bout   ima stack benji met named jenny goin  bag  gucci belt  fendi talkin online dont  hand imma throw face hit em tooth loose place sixteen screen hide face  knife  life waist ima  em look dumb fun throw man ground    ima trade bottle gun thinking man till reachin hand fund em going rerun 2 seen past life talking bout money sayin bout  jealous holding louis umbrella block shade roll   ya face press hand saying grace looking aint seeing face sky ya worshipping god  seen  saying time aint vibing  sack hat  mind intact   tell somethin workin tell workin itll  uncertain problem  stop talking  copy stick plan ill stacking band,408,-0.23365384615384613
Genesis,3cjvqsvvU80g7WJPMVh8iq,Grimes,['053q0ukIDRgzwTr4vNSwab'],0.677,0.241,166.04,0.034,0.0764,0.0698,4,0.611,10,-6.745,0.233,0,"art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop",  heart fall fall  heart      heart fall fall  heart      heart fall fall  heart      heart fall fall  post      heart      heart refrain home  im vagabond  different im  love home  im vagabond  different im  love home  im vagabond  different im  love im  love home  im vagabond  different im  love im  love heart      heart fall fall  heart      heart fall fall  post      heart        likerefrain home  im vagabond  different im  love home  im vagabond  different im  love home  im vagabond  different im  love home  im,325,0.28125
SUICIDE YEAR,7jVH8CXr0MSpGheHOjN4NA,"WEEDMANE, Suicideyear","['6agBXAcUugzO8DQTChZZrx', '3WaNZnwUPrpOIS5ZcIyjTO']",0.898,0.11,128.214,0.0426,0.221,0.00283,4,0.78,11,-5.393,0.278,1,"drift phonk, phonk, wave",pistol grip trunk stunt blunt stupid monkey   click loced pistol grip trunk stunt blunt stupid monkey   click dj spanish fly uzi tool uzi tool uzi tool uzi uzi uzi tool uzi tool uzi tool uzi uzi 2 south memphis gangsta face late im rollin south park dressed black creep track shadow dark drain em dj spanish fly uzi tool uzi tool uzi,164,-0.06515151515151514
LA,4EbIloEgZsTdA9mUxAyk9p,Boy Harsher,['4iom7VVRU6AHRIu1JUXpLG'],0.679,0.188,133.978,0.0306,0.0332,0.845,4,0.683,2,-5.448,0.226,1,"grave wave, western mass indie", yesterday ive hiding room hide room hurt  way matter time matter time   hold tonight tonight  la    way ive hiding mind hiding mind hurt  way matter time im matter time ah stop  stop  feel feel   liketonight tonight   hold tonight  la   yesterday ive hiding room hiding room hurt  way youre mind youre mind,177,0.0
I Don't Wanna Feel No More,4ZYsA9WtsL3sY7tqIXsfun,reggie,['2kAP2prnGAq7s3DwRT6s16'],0.317,0.114,79.782,0.0535,0.877,0.0233,1,0.378,9,-10.553,0.426,1,"chill abstract hip hop, indie hip hop",pre  feel good chest   head  feel good bed  dont feel good street said dont need med mama said need prayer need  dentist dont feel cuz dont feel cuz dont feel street said dont need med mama said need prayer mama said need  dentist dont feel dont feel ah dont feel dont feel dont feel aint left address week  think address beach family     plug number heart mirror thatll demise cause   look abuser  tend dream thing youd wake pre  feel good chest   head  feel good bed  dont feel good   street said dont need med mama said need prayer need  dentist dont feel dont feel oo dont feel street said dont need med mama said need prayer need  dentist dont feel need  dentist need  dentist need  need  need ,390,0.6
D ROD,4kJXsm8QcpNxu8gkqKYp9J,Godly the Ruler,['2zdyZ3Dk59W2RKwAvGioLp'],0.815,0.144,135.068,0.173,0.0335,0.0,4,0.768,2,-6.572,0.306,1,,drop bomb dark skin boy said look dennis rodman im monster deep swamp lockness stupid tried play  goblin dont problem promise  solve losing aint option  genre   stallin frank ballin im fallin sun im going hell mode sorry youve reached number dnd   reach cellphone love kiss cellphone freak ho trying break backbone im tough way rough round th edge round edge ill crush leave  left  left time kill ill  forget ill  forget number 9 finger print neck hoe mad dont  upset babe hard cause life suck youre dead babe babe living life nike check babe babe ice flesh walk  tech babe thats  safe harm wrap hand  arm nicki pound alarm  jake state farm thats  safe harm wrap hand  arm nicki pound alarm,279,-0.18187134502923977
Puttin' on the Ritz,1taGkdO3DQsNRIQrarhVvc,Taco,['6Dxf1ZaJBrpbumiqTTnlIH'],0.292,0.185,98.653,0.0777,0.152,0.00101,4,0.798,0,-17.112,0.812,1,,  dont  fashion sits puttin ritz different type wear day coat pant stripe cutaway coat perfect fit puttin ritz dressed milliondollar trouper trying hard look gary cooper super duper come  mix rockefeller walk stick umbrella mitt puttin ritz seen welltodo park avenue famous thoroughfare nose air high hat arrow collar white spat lot dollar spending  dime wonderful time youre blue dont   dont  fashion sits puttin ritz different type wear day coat pant stripe cutaway coat perfect fit puttin ritz dressed milliondollar trouper trying hard look gary cooper super duper come  mix rockefeller walk stick umbrella mitt puttin ritz dressed milliondollar trouper trying hard look gary cooper super duper youre blue dont   dont  fashion sits puttin ritz puttin ritz puttin ritz puttin ritz   likedowntown uptown  kick ritz dine wine til  time right  tonight   rhythm  dance rhythm nice easy   puttin puttin puttin ritz  dance dance youre blue dont   dont  fashion sits puttin ritz puttin,381,0.2683658008658008
Don't You Love Me,3YrUiyXE71EVecEWoRoK9L,LUCKI,['5tQMB0cuNXdCtzovGt55uD'],0.39,0.219,74.993,0.169,0.775,0.0114,4,0.644,4,-13.086,0.453,1,plugg,dont love cute trust brag whats high lucki  ducking action  seat ready kid dont love dont love  dont love dont love cute trust brag whats high lucki  ducking action  seat sip hitech juice sweet bubbly right dont  public miss town  nightgown satan sister nightgown satan sister  pipe dont mr shes sprite gal im stuck purple kiss  past mad bout didnt  bout frown mad bout isnt ho love xans broward  chance followin wish dont love cute trust dont love xan didnt  ha dont love,296,0.2545962732919254
Tings,2HrrRZ7pk2tK3dxr2Hl1zJ,Baby Smoove,['15oLsNy8mZYaIukh4eDhXy'],0.809,0.267,84.955,0.167,0.00445,0.0,4,0.607,6,-7.668,0.598,0,"detroit trap, scam rap",exotic flavor smoke getting high  head  ima pour fanta drive boat im 7 mile im smoking west coast high   taste drop   cause pocket  swole jaw locked  minute im high aint notice dont   ill buy ill buy balling im league  bonus  season clothes   em homeless chef bringing steak dont  think boy came think think heart turned purple lean pouring  million dollar ima act dont  heavy pole stick  hurt high hell pie im talking bout turtle spent  k neimans aint purpose wanting im asking worth   scarf wear turban  gram wood hour burning  la  work 762s pointed leave big circle spent thousand shoe dont  think worth   lame come hang bring friend tell em   morning  pouring lean im  cup im putting sleep,345,-0.011428571428571423
5 Ways,3yjucIWxFPn6cA0VWorAgM,Shakewell,['1w7GLktHE8w0aEhhaZ0QKB'],0.871,0.941,82.985,0.106,0.0103,0.000435,4,0.692,1,-3.448,0.518,1,dark trap,tryna die pick poison  way fivefive way slapped  cause lookin sideways sidesideways pulled violate opps im bout annihilate hahaha partner life  waitin trial date pop sip tryna die pick poison  way fivefive way slapped  cause lookin sideways sidesideways pulled violate thes opps im bout annihilate hahaha partner life som  waitin trial date pop sip woke pissed  gun life sun sundown aint time run  goofy tried run  pack pack wolf chase  choppa hit    oas key time play hahaha aint time wait tell em  play money dont play round plus ak  great sound grrra grrra remember takin greyhound  pound cause way im pennypinchin pocket  aint nothin shake tryna turn profit lost homies  way wit true wishin way different   change happened   em  action forum im performing im preaching mass hahaha hit pit split break glass woahwoah life movie makin classic boat im captain poppop pop  calling goat im fuckin dragon pop sip tryna die pick poison  way fivefive way slapped  cause lookin sideways sidesideways pulled violate opps im bout annihilate hahaha partner life  waitin trial date pop outsip tryna die pick poison  way fivefive way slapped  cause lookin sideways sidesideways pulled violate opps im bout annihilate hahaha partner life  waitin,503,0.22111111111111115
Golden Sand,33ZUZJkp9dsYxvqmP9ppP5,Cardboard Box,['4LlQnhAGWcVjx22KDxHJsg'],0.688,0.667,109.918,0.122,0.0432,0.0,4,0.605,1,-7.455,0.19,1,,lover stand golden sand watch ship tell confuse  thats im   lose way  knew sorry  today  dont ask stay imma smoke j imma right way hear  ive told  dont mean cold  need    sea  waiting lover stand golden sand    suck dick dont giving  busy getting rich bad light said turn switch hawaii said thats lilo stitch im sick  day  rippin stick seventh grade swear  pussy need barricade,184,-0.0969155844155844
Max Keeble,0XUwh59gnZJ6K7Z7w2MMze,6 Dogs,['3Ps6le7tj5BdNtdnfNgTU4'],0.407,0.0973,150.018,0.134,0.909,3.04e-06,4,0.754,9,-10.144,0.703,1,"cloud rap, dark trap, melodic rap, vapor trap",max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble looking water seagull took trip movie regal im tired noise  sleep forgot told need  piece  bionicle  tear heart heart gold  level  level  deja vu  youve  wanted cause youre haunted good luck champagne jump whip mane mane  wanted benz   boat kind hard change lane play paint easy  stain cleaner soap   dirty look big bankroll stack look book big bankroll look book reading hella book making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble making big  max keeble,352,0.01380208333333333
The Law of Recognition,2C3iuuYK5x902AzEvDAeHN,KYSLINGO,['2JdZlNYqYJ8xY0a5nFlXdO'],0.242,0.187,111.98,0.271,0.256,0.0593,4,0.898,10,-11.998,0.145,0,aesthetic rap,blunts ashtray mm lied im lie ask im lie involved dont pain dont need  face  free quan macho hold breath smoke fronto fresh death thank god  breath psh  tinos  step remember duct tape  swept psh halfway right girl halfway left psh pray best psh pray thats vest psh psh psh psh psh involved dont pain dont need  face  free quan macho hold breath smoke fronto fresh death thank god  breath psh  tinos  step remember duct tape  swept psh halfway right girl halfway left psh pray best psh pray thats vest psh,227,0.39714285714285713
None Shall Pass,5DJTYOAHZEKjNqXpOwnomi,Aesop Rock,['2fSaE6BXtQy0x7R7v9IOmZ'],0.683,0.108,116.009,0.0683,0.184,0.00108,4,0.707,0,-8.728,0.567,1,"abstract hip hop, alternative hip hop, conscious hip hop",im trying help im trust im trust im trying help 1 flash buttery gold jittery zeitgeist wither watering hole patrol heart huckabee art fuckery suddenly  young lung water wing colorfully vulgar poacher mulch ima pull pulse soldier bolt fine sign time elapse primate climb spine attach bog life swamp vine  rise frog fly dogfight hogtied prize sort cost life mouth water fork knife allure isnt right score wartorn beach cash cow actually beef blood turn wine leak police thats riot feast  eat remember  face day judged funhouse cast rejoice fall grace cane sky  shall pas  shall pas  shall pas 2  day snow cone  fix wouldnt relate rogue vocoder blitz spoke nodoz motor fritz cause wouldnt play rollover fetch express regret  isnt worth homeowner piss joker pose glitz fine sign swine swarm king whore comply conform mile outside storm siphon lure prize award avoiding vile bizarre violence war true blue triumph wait snake centerfold break wall jericho ready  sat old cardboard city folk swap tale head  penny throw remember  face day judged funhouse cast rejoice fall grace cane sky  shall pas  shall pas  shall pas   likeinterlude tried tried tried trick youve youve youve lot nerve im im im trying trick im try im try im trying help 3 okay woke grocery list  duty death  object come stand way  little snake river canyon today ran chain command jetpack strapped backstab land fine sign vibe crowd cut belly open  climb thats  bit gusto muster  dark horse rush   mustve struck nerve huff puff til king men fluster clusterfuck beautiful thing people  impressive wingspan  cubicle shrink pull intruder root weed ny chew machine remember  face day judged funhouse cast rejoice fall grace cane sky,658,0.22567640692640695
Soul (feat. Suicideboys),0gPtLhxmEDLoek9npynilF,"Chetta, Suicide Boys","['7ipVTAf9PqCSddkeYtKw9h', '6ntVCAB0tgLb4MDrDFXu8G']",0.531,0.113,124.945,0.323,0.323,0.0,4,0.79,11,-9.396,0.337,1,"cloud rap, dark trap",kick  dont  help man  ill pop  pill  end career  appear  look mirror wouldnt change thing aint tryna interfere living fast fall  hang sipping purple tang life double motion feel word sing smoke looking locomotive kill em dont need motive blowin rollin explosive living life fear loathing celebrate im toasting   sniff admit feeling good tony tripped aint  tripping  think need  hit mushroom kicking ima  piff audi s4 blowing smoke  tint dangerous  high aint   evidence win evidence sin  begin hope better end chetta   way smoke pain away prescription eat away soul  blame emotion aint sane dont think  safe round soul   way smoke pain away prescription eat away soul  blame emotion aint sane dont think  safe round soul 2 crim med  sane im losing mind xan  thats time drug blunt glock trunk light smoke nicotine lung rapper dont mention  jackers jockin gain chopper city til grave sipping lean shade lemonade mix kill   3 oddy nuff da snow leopard offer penny thought id  ante cost couple dollar  guess  started itll free crims loading rest beat beginning kiddin thats people think people  dont different cause dont  people think oddy nuff classified odd mc dont rap suv lcd flat screen tv fancy push button dont add lazily wrote fuckin cousin chetta   way smoke pain away prescription eat away soul  blame emotion aint sane dont think  safe round soul   way smoke pain away prescription eat away soul  blame emotion,577,0.12591666666666668
Bloodhail,5qZ4c1EBVWpmz1GBaks8Uq,Have A Nice Life,['0FRKTwQSToXpCxYMhyUzYY'],0.607,0.166,75.562,0.0349,0.0332,0.00786,3,0.182,8,-9.543,0.41,0,"blackgaze, doomgaze, dream pop, nu gaze",kill everybody im watching star burn trying pretend care didnt        flown hand clothes  ripped teeth  gnashed  long possibly dont dont accept dont accept dont dont accept dont accept dont dont accept dont accept dont dont accept dont accept face sweaty arm leg glorious set stair  face sweaty arm leg glorious set stair  face sweaty arm leg glorious set stair  face sweaty arm leg kill  arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats feel  roof come kill everybody arrowhead arrowhead arrowhead arrowhead thank god thats arrowhead arrowhead arrowhead arrowhead thank god thats im watching star burn trying pretend care arrowhead arrowhead arrowhead arrowhead thank god thats   likebut didnt        flown hand arrowhead arrowhead arrowhead arrowhead thank god thats clothes  ripped teeth  gnashed arrowhead arrowhead arrowhead,440,-0.025
6locc 6a6y,3WCXvxgQ7U3mznWsQjiEMu,Lil Loaded,['7scapvSjZLSm0fBgqGM0Mn'],0.702,0.0912,125.089,0.253,0.296,0.0,4,0.871,5,-8.025,0.675,1,dfw rap,catch block block  block  catch block block  thirtytwo shot glock  glock  thirtytwo shot glock  glock  catch block block  block  catch block block  thirtytwo shot glock  glock  thirtytwo shot glock  glock  1 badass kid racin streetlight brand new fit glock g nike skrrt fresh white tee creased pair levi realass crip ill   slime hell nah fakeass shell     cut ho dont love feline cap conversation aint stick  scalated ima shoot  quick baow big fourfive push  push  focused money aint beefin bout hell nah hell nah im block   im cheat code  im glitch cap throw game im bound  rich  turned ho said  switch  time  couldve lick cap ima wet  leave  body drenched catch block block  block  catch block block  thirtytwo shot glock  glock  thirtytwo shot glock  glock  catch block block  block  catch block block  thirtytwo shot glock  glock  thirtytwo shot glock  glock    2 walk party bought stick new glock  new fit new fit   talking im shooting baow baow post  comin right quick cap  jam j special quick j special   talking come glicks roll roll roll roll street chop 223 fns coming blowin foot blowin head cause im aimin teeth cap  whats im aim cheek big smoke big dope smoke  brother told   rack   went pack  right   double cause dope kitchen cap   million  young   cap feelin   brother ground  skeleton bone uncle life aint  comin home cap  crazy  feel em gettin stoned,620,0.13726551226551223
Structure,0kItg0q0fK4oPYMYkcMhXn,Odd Sweetheart,['0Re7wtl0w6niMZR0GfROpg'],0.673,0.0771,135.075,0.0482,0.000484,3.45e-06,4,0.484,2,-9.638,0.127,1,,scared speak burden thats grown  couple week im scared tell whats mind cause thats crossing time time post youre structure thats keeping youre bone  heart break ribcage apart cause im  broken  couple year torn shed blood ive shed tear 1 ive shed old skin ive grown   rough ive grown  shield people  love  youve grown rough skin cause ive seen shed blood shed tear crystal blue ive word mind im scared speak burden thats grown  couple week im scared tell whats mind cause thats crossing time post youre structure thats keeping youre bone  heart break ribcage apart cause im  broken  couple year torn shed,209,-0.05714285714285715
Burnheart,7nixJSDyQA6srRK54CKYIz,KYSLINGO,['2JdZlNYqYJ8xY0a5nFlXdO'],0.133,0.111,84.572,0.0998,0.821,0.178,4,0.797,10,-13.893,0.0606,0,aesthetic rap,argument lust today guess cool im forgotten need cup pain lurk fall need blunt rest remember im horrid hard win im looking  think save   im following dont  heart filled hate guess clout swallowing need bag  bae stay dark halloween chain neck  slave dont faith  bothering love life aint argument guess cool im forgotten lurk fall remember im horrid hard win   im following guess clout swallowing stay dark halloween dont faith  bothering 2   away lust today need cup pain need blunt rest im looking  think save dont  heart filled hate need bag  bae chain neck  slave love   way  lied  fake im glorified im  great   gave faith love till tomorrow hate man mirror    cake  feed family bros way  feel better mistake love life aint argument guess cool im forgotten lurk fall remember im horrid hard win   im following guess clout swallowing stay dark halloween dont,407,0.12314814814814813
Bam Bam,7ixiCZEHWHc8FxaQXQh2P4,Sister Nancy,['21pMSs2JHWwwy2kp1QIIVB'],0.605,0.248,165.998,0.153,0.825,0.0178,4,0.722,5,-6.07,0.709,1,dancehall queen,ting nancy cyaan understan  ting nancy cyaan understan wha mek dem talk bout ambishan seh wha mek dem talk bout ambishan  seh dem ax whey  fram  dem ax whey  fram true dem nuh  fram creation true dem nuh  itsa fram creation bam bam bam bam bam bam dilla bam bam bam bam dilla bam bam bam bam seh bam bam 2 dis woman neva trouble  im lady im man mc ambishan come fi nice jamaica bam bam bam bam bam bam dilla bam bam bam bam dilla bam bam seh bam bam tellem seh seh bam bam ya tellem tellem 3 born grow ina kingston 6 nancy write crissest lirics hear dem nuh sound miss prissy biscuit come ina  place seh   slick   bam bam seh bam bam bam bam dilla bam bam bam bam dilla bam bam seh bam bam seh bam bam 4 dem seh  mash dem plan true dem nuh   bisnis woman sister nancy  ina 3 million sister nancy  ina 3 million bam bam seh bam bam bam bam billa bam bam bam bam billa bam bam 5 seh  sister nancy mek  tell yousel fi  sister nancy mek   head straight toe teetartoe sister nancy  dem ax sister nancy mek bad bung dung didlea sister nancy mek bad e bam bam bam bam e bam bam dilla bam bam e bam bam billa bam bam bam bam seh bam bam 6 dis woman neva choble  im lady im man mc ambishan come fi nice jamaica bam bam seh bam bam bam bam dilla bam bam bam bam dilla bam bam seh,519,0.05833333333333334
Glow Up,09L4qpS3qvz725z6K8yW0M,NAV,['7rkW85dBwwrJtlHRDkJDAC'],0.633,0.125,120.056,0.124,0.105,0.0,4,0.834,5,-7.669,0.257,0,"canadian hip hop, canadian trap, melodic rap, rap, toronto rap, trap",shirt taste codeine burp bought bentley forgot insured broke boy  nerve  music aint work turn trap phone  chirp  tell noun verb  sell wing bird  sell tag shirt askin ticket sure dont  im sure hit curve didnt  girl said dont boyfriend sure grabbed   perv opened leg insert  beat write word cash  diamond tucked dirt blew  check second  stack pay   body goin half chicken  sell splittin difference dont time waste  cause  sea lot fish smokin stackin countin green think need money machine heard fuckboys plottin waist 32 40 tucked jean wont forget  cared talkin dont  mad im person wanted aint wanted  post lookin everybody lookin lookin everybody lookin lookin everybody lookin lookin 2 money tall hunnids blue smurf neck  water dripped shirt  fuckin xo sure label new artist  nerd suit bought fur shootin better act hurt tell ima  jail  drivin xannies  hit curb valentino shoe shirt aint  wanted im rex southside turf think twice ordered dessert order homies surf turf   addy half perc brown boy  happen  look zoomin rari skrrt skrrt   smokin stackin countin green think need money machine heard fuckboys plottin waist 32 40 tucked jean wont forget  cared talkin dont  mad im person wanted aint wanted  post lookin everybody lookin lookin everybody lookin lookin,601,-0.014527629233511596
