title,track_id,artists,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,genres,lyrics,tokens,sentiment
STAR,1xfFPJdRjgDAaMcDgbXwyh,BROCKHAMPTON,['1Bl6wpkWCQ4KVgnASpvzzA'],0.388,0.394,75.01,0.282,0.147,0.0,4,0.776,0,-9.143,0.294,1,"boy band, rap",ser famoso 1 dom mclennon   interstellar feel matthew mcconaughey dont care  tony perkis drop weight jason bourne headshot jason statham whip game liam neeson rescue  gunnar leather face bruce campbell chain tobin bell saw anthony hopkins im eatin em raw dont  molly shannon im superstar ride die seabiscuit tryna stack tobey john wick dont leave witness chris paul im assistin ameer  blake griffin  fortyeight minute  04 piston catch fade robert horry time  spotlight deray im  flight  obama drop mics 2 ameer vann im black tom hank   bank secret agent cody bank quarter pound dank scale stank  mama range bought new wraith nic cage faceoff john travolta  brad pitt start fight club turn trap nightclub im prince white dove paint picture white dust lionel richie white try tell nicely  listen beat pussy submission tom cruise mission pull rb singer bring  south central shine popstar mj initial kobe bryant spin   issue htown beyonc turn prom date kingpin jayz dance  jt   3 kevin abstract heath ledger dread gave  head standing  leg   said bruh dont white boy le  shawn mendes dead bad hell dont benchpress high school aint critic dont fam aint viceland im popstar money  drive im  running uber taking  money thats okay money   teeth fixed boyfriend street moonlight  seasick  art weekend late tweakin ice cube friday chris tucker friday michael cera friday jonah hill friday rockin leo blood diamond sucked highway police right   stole oj okay,578,-0.005767898767898755
Ginseng Strip 2002,79nEEoEPY2w8EXj9hjn5oc,Yung Lean,['67lytN32YpUxiSeWlKfHJ3'],0.712,0.479,114.998,0.0431,0.0848,0.0,4,0.601,1,-9.433,0.386,1,"cloud rap, psychedelic hip hop, underground hip hop",leandoer shawty emotional boy 2001 emotional shawties makaveli 1  come  brah  stay  come  brah  stay ball licked zooey deschanel lookalike cocaine addict razor blade head conflict im contradicted peeing old people house inflict 2003 aint splitting  ima peel banana skid listenin r kelly greatest hit yung lean club morphine morphine yung lean club morphine morphine 2 poppin pill zit  vomit mosquito tit slitting wrist dark evil spirit slytherin slither trick im sick acid trip  spitting sick  start hitting chick knitting  shitting quick fitting dick transmitting aid stick think youre gay fish stick tequila shot salt lick getting ball face free kick yung lean stay motherfuckin freaky yung lean club morphine morphine yung lean club morphine morphine   3 rotten teeth gargamel cast spell  tryin yell bet dead body stink worse swell  lean expels diagram  excel fat hoe adele  dick stuck inside lamp shell  sperm cell hair gel swim mexico mademoiselle point laugh fell  laughing im explosive alfred nobel yung,357,-0.008571428571428582
Drinking with My Headphones On,0XND3SA4Cg5lPdcD0OS2F0,E-Dubble,['3TOKZohBEXnd5RgCXHUsH3'],0.649,0.117,84.996,0.089,0.583,0.0256,4,0.768,7,-5.837,0.657,1,indie pop rap, come thats sad truth youre living crowd   bow  hang youre proud beat low vocal loud  booth youve havin little doubt  headphone drink till pas praying drought help shake dark cloud ive   block  look door corner right coast clear  open im hating chore reason stop   pop clown  money  neck table feeling hot youre calling shot switch thing shake label 1   struggle booth  truth sound hotter  feel proper  feel right insecurity help sleep night fall  dont feel dont  feel  think try heal maybe appealing maybe grow fan base honestly  music sake    cent dont need recognition record depth intense   vent   im happy  bent guess homeboy thats  need spection beat party fiend cd  song mic speak music speaks   heed think write   teach im preachin dude im trying cleanse lyrical colonic shake demon head  youve purge  bed hook hand   come thats sad truth youre living crowd   bow  hang youre proud beat low vocal loud  booth youve havin little doubt  headphone drink till pas praying drought help shake dark cloud   2 inspiration dont come cheap day  opposite direction tryin  faith religion hip hop given opportunity   percent  true usually mus  start sippin allow gas stop trippin overthinking analyzing   life look easier hell develop social anxiety zoloft roll  high bottle beer trying forget year dont need script doctor   cheer tip  sip sip sippin jazzers people join  going magic youre vision quest  hazard trust   turn  tragic   kid lost home town   water shed cuz  suicidal teen aint born theyre bred   hope instead pullin thread unravellin dream seam believe self nice team thats self medicate help meditate spection arrestin  catch break hook hand   come thats sad truth youre living crowd   bow  hang youre proud beat low vocal loud  booth youve havin little doubt  headphone drink till pas praying drought help shake dark cloud breakdown 3 16 rip em pen scribble explicit mic booth closet studio finished gaurenteed  legit im going miss circle rag stay mission hotbed idea pen best friend ive driven carpal tunnel thats hell road end weve blazing path work staff paycheck  cut   past stay sipping bourbon   weakness need  freedom  real  dreamin mean promise surely  seam sewn long pretend grown headphone worn paint starting fade high starting clip low starting wane need worry music going   ,989,0.09999533146591971
Norf Norf,4uQ7wYsuL0DryknoDc11Hk,Vince Staples,['68kEuyFKyqrdQQLLsmiatm'],0.549,0.11,100.014,0.0656,0.396,0.000154,4,0.925,7,-6.572,0.0904,1,"conscious hip hop, hip hop, rap, underground hip hop",sprite crips lurking dont die tonight dance  dont  fast im crazy man downey ave  shady   mind dip whip slide right  function  wrong word start busting  yankee hat im gangsta crip gangsta rap lady hoe   real   difference bandana brown dope daddy shooting kitchen real norfside   went poly wilson cabrillo cocaine color creole tskrap moving dlow  aint  ran  police aint  ran  police aint  ran  police city skinny carry strong heat norfside long beach norfside long beach 2 hit corner  dollar flipping split dollar mama child folk need porsches hoe need abortion need yall business  problem playing   problem spraying witness face case hopped broad day emptied clip cut class cause wasnt bout cash school wasnt fun  bring gun  change come obama nem  shooting everyday round mama nem way  ak kiana stay thats   problem im cripping im living come follow pistol popping poppy street aint  ran  police aint  ran  police aint  ran  police city skinny carry strong heat norfside long beach norfside long beach   3 nate dogg  cause  police  scared cause  hood dollar sweet tea louis burger aint business  murdered aint heard coldchain best thang smokin city riding round shotgun shot ricky lil  shouldve zigzagged  wet naughty running norfside  better factcheck fronting gun talk aint heard clap   street  best  cept lil halftime brody bang  block sorry hit homie  time better grab chalk away civic cripping long beach city pay visit park ramona popblock corner giving hell til frozen aint  ran  aint  ran  police aint  ran  police aint  ran  police city,606,0.09314373897707232
Icon,22nyEAEM29tcBRhukR089b,Jaden,['0xOeVMOz2fVg5BJY3N6akT'],0.82,0.575,119.982,0.232,0.222,0.0,4,0.786,9,-5.093,0.49,0,"pop rap, rap", icon livin start record label msfts woo nylon cover  minute hot business woo bout  movie independent woo need new truck independent woo need listen vision woo sound dirty dish gross im clean em kitchen woo making money minute woo im way different godly icon living icon living living iiicon living woo icon living living iiicon woo 2 mayan im menace menace wild lie professor dont time  stretcher stretcher im  flexing flexing icon living start record label msfts im highsnob cover  minute hot business woo  award  icon tatted torso huh moi dipping porsche aint   tour damnlast girl signed divorce im focused bout blow tryna   crowd  nut look dont   huh gold grill dance michael msfts typo woo look waitwe   psycho  psycho   thousand dollar bible woo took game  closed  award  icon tatted torso huh moi dipping porsche aint   tour  im young jaden dyin floor broke heart core guess grow icon living start record label msfts woo interview cover  minute woo hot business woo im going straight  crew chill maybe  slow fore    chill look view woo damn load yellow rose rifle harry bout  psycho psycho   thousand bible bible damn waitgold teeth dance michael michael man  lightbulb lightbulb owe cudi tycho damn bout  movie independent woo need new truck independent woo need listen vision woo sound dirty dish gross im clean kitchen woo making money minute woo im way different godly   icon living icon living living iiicon living woo icon living living iiicon,603,0.05763187429854095
George Jeff,0grimyaxHH66oGelb2eHtM,Jaden,['0xOeVMOz2fVg5BJY3N6akT'],0.57,0.371,160.008,0.266,0.322,0.0,4,0.723,4,-2.892,0.646,0,"pop rap, rap",1  feel polaroid picture trapped inside space time  sip elixir play electric love riding fisker fell love g swear  kissed lead free dont time mister  ill blunt wont smoking swishers couple dish wish merry christmas adis  body roll scream geronimo blow kiss mistress fall domino domino domino  girl  talked billboard record said im phenomenal ah ah ah ah ah im phenomenal ah ah ah ah ah im phenomenal ah ah thats thats right  george jefferson male maleficent dont  youre messing ran president cause country deficit testament  surreal id kill resurrect hoo ill kill resurrect 2   im man number gram   understand kick rich kid woke band 30 south france woke im cannes  em chance huh cheetah print pant expelliarmus harry potter benz  look dab run  skrrtin mad louis gave bag end  look dab im runnin raf living cab skrrt em  boy whats  thought youd  ask  george jefferson male maleficent dont  youre messing ran president cause country deficit testament  surreal id kill resurrect hoo   jaden smith willow smith kill resurrect kill resurrect jaden mom phone phone jaden dad phone   huh superpsychedelic sleeping isnt new tried sleep deal everybodys scrutiny   willy wonka oompa loompa steez man ill whipped,510,0.104004329004329
Plain Jane,4dVpf9jZjcORqGTLUaeYj9,A$AP Ferg,['5dHt1vcEm9qb8fCyLcB3HL'],0.844,0.087,170.142,0.275,0.0651,0.0,4,0.797,11,-5.482,0.52,1,"hip hop, pop rap, rap, southern hip hop, trap",check job ferg  ben baller chain tourneau watch presi plain jane 1 yamborghini chain rest peace superior herm link  feed village liberia tmz taking picture causin mad hysteria momma  bet started tearin ima start killin   trife attended harlem picnic risked life uncle  skim work sellin nick night 8 year old watching nick nite uncle psycho bathroom buggin knife gut hope daddy dont cut suicidal thought brought advisory pitchin dummy sellin fiend mad ivory grandma arthritis hand bad poppin pill rapper society ill irony ill send meechy ho  eyein ride mob alhamdulillah check job ferg  ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg  ben baller chain tourneau watch presi plain jane refrain suck  dick somethin suck  dick somethin suck  dick somethin suck  dick somethin 2 ima explain probably  seen im sunken place instagram im watchin tv think trade breakfast lunch dinner kitty  believe  riri ima eat panini  dumb broad hit wall graffiti indian burn  weewee think need foursome bella kendall gigi itd easy reneezy hook leezy  crazy yeezy kirk kneezy beat told em fixing glow street rapper talk subliminal dont talk  em jersey shore pauly   ride mob alhamdulillah check job ferg  ben baller chain tourneau watch presi plain jane ride mob alhamdulillah check job ferg  ben baller chain tourneau watch presi plain jane refrain suck  dick somethin suck  dick somethin suck,561,-0.23128720238095243
Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,"Miguel, Travis Scott","['360IAlyVv4PCEVjgyMZrxK', '0Y5tJX1MQlPlqiwlOH1tJY']",0.506,0.0866,145.965,0.0434,0.173,0.0,4,0.674,6,-10.532,0.183,1,"r&b, urban contemporary, hip hop, rap, slap house",matador quick dead bull matador bull bull bull matador quick dead bull matador miguel cap stem catch wave  splish  shot  friend enjoy moment im luke skywalkin hater splish celebrate  day birthday good thing come wait splish dont wait jump long dont sleep stay splish dont dont sleep stay 1 miguel im outstandin stand stand babe bathhouse  gun tom cruise play  dont lose youre going love cause youre cool breeze cool breeze pick poison need need nonchalant green rotation night  psychedelic miguel cap stem catch wave  splish  shot  friend enjoy moment im luke skywalkin hater splish celebrate  day birthday good thing come wait splish dont wait jump long dont sleep stay splish dont dont sleep stay 2 travis scott wildin hater 23 havin jordan moment wildin paper lit ice chain ima popped  ill stayin hangin gang dangerous  chain tangle come catch wave   cup damn near odd odd damn police wildin sv movin street straight creek bring sand beach alright aint day aint night  plan aint sleep   miguel cap stem catch wave  splish  shot  friend enjoy moment im luke skywalkin hater splish celebrate  day birthday good thing come wait splish dont wait jump long dont sleep stay splish dont dont sleep stay miguel good im better gain ive reppin quick dead bull matador right im higher canada miguel cap stem catch wave  splish  shot  friend enjoy moment im luke skywalkin hater splish celebrate  day birthday good thing come wait splish dont wait jump long dont sleep stay splish dont dont sleep stay miguel baes lookin dinnertime  vegan steak tonight smile saint sinner mind  roll lick love daddy blow mind shotgunnin takin shot conversation flowin left cloud laughin moment   work til work,684,0.20006802721088435
POWER,2gZUPNdnz5Y45eiGxpHGSc,Kanye West,['5K4W6rqBFWDnAN6FQUkS6x'],0.914,0.744,153.993,0.113,0.0161,0.0,4,0.542,0,-4.747,0.576,0,"chicago rap, hip hop, rap",dean s1 kanye west im living 21st century  mean better anybody  seen scream hater nice ring guess  superhero need theme music kanye west  man power clock ticking count hour stop tripping im tripping power 21stcentury schizoid man 1 kanye west  broken school closed prison open aint  lose motherfucker rolling huh motherfucker rolling lightskinned girl kelly rowlands white man world  chosen goodnight cruel world ill  morning huh ill  morning way  need moment kanye west  man power clock ticking count hour stop tripping im tripping power til world       21stcentury schizoid man 2 kanye west snl  cast tell yeezy said kiss   specifically kiss asshole im asshole  joke shortminded  thought napoleon fur mongolian ice brought goalie embody  characteristic egotistic   fuckin gifted needed time  thought treasure mind  open vault childlike creativity purity honesty honestly crowded grown thought reality catching taking inner child im fighting custody responsibility entrusted look diamondencrusted piece   kanye west thinking  man power clock ticking count hour stop tripping im tripping powder til world       21stcentury schizoid man 3 kanye west colin powell austin power lost translation  fuckin nation  abomination obamas nation  thats pretty bad way start conversation end day goddamnit im killing  damn  yall feeling dont need pussy im dick aint power trip goin home ye im survivin drinkin earlier im drivin bad  huh hidin power  life excitin kanye west dwele beautiful death im jumping window im letting   im letting   beautiful death im jumping window im letting   im letting   beautiful death jumping window letting   letting  ,643,0.05503472222222224
Famous,19a3JfW8BQwqHWUMbcqSx8,Kanye West,['5K4W6rqBFWDnAN6FQUkS6x'],0.735,0.0975,173.935,0.117,0.0711,0.0,4,0.465,6,-3.715,0.409,1,"chicago rap, hip hop, rap", kind hard love girl dont blame  wanting free wanted  woo woo swizz told beat rock 1 kanye west swizz beatz southside   best feel taylor   sex  famous goddamn  famous girl dick kanye west  em street  em kanyes best mad aint famous goddamn mad  nameless talk talk man man store tryna try best    kanye fresh  hood famous goddamn  hood famous rihanna swizz beatz wanted  ive loved better kin start dont blame  wanting free wake mr west  wanted  2 kanye west swizz beatz puerto rican day parade floatin benz marina del rey coastin school real estate agent  month helped car payment young alive whoo  going die whoo copped jet fly personal debt   sky sun  whoo woke felt vibe whoo matter hard try whoo  going die rihanna swizz beatz wanted   em   sister nancy swizz beatz bam bam bam bam bam bam dilla bam bam bam bam bam bam dilla feeling right  lighter air bam bam bam bam bam  middle finger air bam bam bam bam bam bam dilla  act motherfucker bam bam bam bam bam bam dilla feelin feelin feelin mother fucker god damn bam bam bam bam bam  thing  stop  bam bam bam bam bam bam dilla  stop thing bam bam bam bam bam bam dilla man way late way late way late   bam bam bam bam bam left right bam bam bam bam bam bam dilla  everybody hand air bam bam bam bam bam bam dilla bam bam bam bam bam bam nina simone wanted  loved better kin start dont blame  wanting free wanted ,646,0.24411375661375667
Love Lights,1o1KiHWYniItOCdfPtYRsi,Yunggoth✰,['2Wpsydr0xZekaBFNQ0OSKd'],0.821,0.0803,142.934,0.0299,0.00346,0.453,4,0.689,4,-4.82,0.223,0,"cloud rap, dark trap, emo rap",star light dragging dont  love light  light dragging life rack way way tell way talking  rack  plate mercedes drop  aye lying hoe man rack line day monday friday   aye dont  love light  light dragging life rack way way tell way talking  rack  plate mercedes drop  aye lying hoe man rack line day money,153,0.42857142857142855
I'm Done.,4SfkdEVtC16VvjCyDvN60N,$uicideboy$,['1VPmR4DJC1PlOtd0IADAO0'],0.862,0.0853,99.966,0.0647,0.0957,0.00147,4,0.819,10,-6.641,0.678,0,"cloud rap, dark trap, new orleans rap, underground hip hop",  act insane whats mane    act insane whats mane try run ima cock gat blast try run ima cock gat blast    act insane whats mane    act insane whats mane 1 yung maraschino  hoe im pouring  o cup double  percs fizzle  dont  hit throw bone pile skeleton  sitting  lawn drawn shadow  shadowkhan crawl gallows shadow gone born arrow sharp broken bow aim battlefront ladder climbing window ladder climbing window glass shatters im playing limbo glass shatters im playing limbo cut neck wet think im depressed told bet ima jet sweat ima sip lead swallow bullet till lip seep red ruby dead kingpin skinny pimp sog try run ima cock gat blast try run ima cock gat blast    act insane whats mane    act insane whats mane 2 lil remains yung james jones sippin throwed mac11 grip pistol chrome im bound bone bound phonk  day different day  getting throwed middle finger hoe middle finger world umbrella tear red rain coming eyelid hate showbiz hate fame vanish away spaceghostpurrp  blow hole head cause thing aint everythings switched im watching movie ive seen end pretend smile turn whisper body turn carecrow boutta burn urn kingpin skinny pimp sog whats mane try run ima cock gat blast try run ima cock gat blast    act insane whats mane   ,491,-0.45625
